date,symbol,reportedCurrency,cik,fillingDate,acceptedDate,calendarYear,period,revenue,costOfRevenue,grossProfit,grossProfitRatio,researchAndDevelopmentExpenses,generalAndAdministrativeExpenses,sellingAndMarketingExpenses,sellingGeneralAndAdministrativeExpenses,otherExpenses,operatingExpenses,costAndExpenses,interestIncome,interestExpense,depreciationAndAmortization,ebitda,ebitdaratio,operatingIncome,operatingIncomeRatio,totalOtherIncomeExpensesNet,incomeBeforeTax,incomeBeforeTaxRatio,incomeTaxExpense,netIncome,netIncomeRatio,eps,epsdiluted,weightedAverageShsOut,weightedAverageShsOutDil,link,finalLink
,AER,USD,0001378789,2023-03-02,2023-03-02 13:27:30,2022,FY,6914985000.0,4805277000.0,2109708000.0,0.3050922019,0.0,338587000.0,60943000.0,399530000.0,98565000.0,399530000.0,5204807000.0,1591870000.0,1591870000.0,2389807000.0,6911148000.0,0.9994451181,4521341000.0,0.6538468269,-5523761000.0,-1002420000.0,-0.1449634381,-164097000.0,-838323000.0,-0.1212328009,-3.49,-3.49,240486849.0,240486849.0,https://www.sec.gov/Archives/edgar/data/1378789/000137878923000006/0001378789-23-000006-index.htm,https://www.sec.gov/Archives/edgar/data/1378789/000137878923000006/aer-20221231.htm
,AER,USD,0001378789,2022-03-30,2022-03-30 13:31:49,2021,FY,4588930000.0,3287413000.0,1301517000.0,0.2836210184,0.0,290789000.0,27099000.0,317888000.0,635075000.0,317888000.0,3605301000.0,1230466000.0,1230466000.0,1737925000.0,3192341000.0,0.6956612979,1454416000.0,0.3169401146,-306499000.0,1147917000.0,0.2501491633,162537000.0,1000507000.0,0.2180262065,6.83,6.71,146421188.0,149005981.0,https://www.sec.gov/Archives/edgar/data/1378789/000137878922000006/0001378789-22-000006-index.htm,https://www.sec.gov/Archives/edgar/data/1378789/000137878922000006/aer-20211231.htm
,AER,USD,0001378789,2021-03-02,2021-03-02 12:22:40,2020,FY,4493629000.0,3217133000.0,1276496000.0,0.2840679549,0.0,211406000.0,30755000.0,242161000.0,9701000.0,242161000.0,3459294000.0,73304000.0,1248225000.0,1645373000.0,4028661000.0,0.8965272834,2383288000.0,0.5303704422,-2697906000.0,-314618000.0,-0.0700142357,-17231000.0,-297387000.0,-0.0661796957,-2.33,-2.33,127743828.0,127743828.0,https://www.sec.gov/Archives/edgar/data/1378789/000137878921000007/0001378789-21-000007-index.htm,https://www.sec.gov/Archives/edgar/data/1378789/000137878921000007/aer-20201231.htm
,AER,USD,0001378789,2020-03-05,2020-03-05 07:54:05,2019,FY,4937340000.0,3259091000.0,1678249000.0,0.3399095464,0.0,233287000.0,34171000.0,267458000.0,12445000.0,267458000.0,3526549000.0,53794000.0,1295020000.0,1676121000.0,3157061000.0,0.6394254801,1480940000.0,0.299946935,-140298000.0,1340642000.0,0.2715312294,167714000.0,1145694000.0,0.2320468106,8.51,8.43,134570169.0,135898139.0,https://www.sec.gov/Archives/edgar/data/1378789/000137878920000004/0001378789-20-000004-index.htm,https://www.sec.gov/Archives/edgar/data/1378789/000137878920000004/aer-12312019x20f.htm
,AERC,USD,0001872356,2023-03-31,2023-03-31 17:18:31,2022,FY,227186.0,112558.0,114628.0,0.5045557385,1954552.0,0.0,0.0,15453261.0,1954552.0,17407813.0,17520371.0,0.0,-10623000.0,0.0,-17293185.0,-76.1190610337,-17293185.0,-76.1190610337,10623000.0,-6670185.0,-29.3600177828,-501254.0,-6168931.0,-27.153658236,-0.42,-0.42,14676369.0,14676369.0,https://www.sec.gov/Archives/edgar/data/1872356/000155837023005327/0001558370-23-005327-index.htm,https://www.sec.gov/Archives/edgar/data/1872356/000155837023005327/aerc-20221231x10k.htm
,AERC,USD,0001872356,2022-04-01,2022-04-01 16:39:41,2021,FY,616511.0,338896.0,277615.0,0.4503001569,4193362.0,0.0,0.0,4327998.0,0.0,8521360.0,8860256.0,0.0,0.0,79646.0,-8164099.0,-13.2424222763,-8243745.0,-13.3716105633,0.0,-8243745.0,-13.3716105633,-320138.0,-7923607.0,-12.8523367791,-0.57,-0.57,13863636.0,13863636.0,https://www.sec.gov/Archives/edgar/data/1872356/000110465922041792/0001104659-22-041792-index.htm,https://www.sec.gov/Archives/edgar/data/1872356/000110465922041792/aerc-20211231x10k.htm
,AERC,USD,0001872356,2020-12-31,2020-12-30 19:00:00,2020,FY,0.0,0.0,0.0,0.0,2191696.0,1131385.0,0.0,1131385.0,0.0,3323081.0,3323081.0,0.0,0.0,0.0,-3323081.0,0.0,-3323081.0,0.0,0.0,-3323081.0,0.0,0.0,-3323081.0,0.0,-0.24,-0.24,13863636.0,13863636.0,,
,AERC,USD,0001872356,2019-12-31,2019-12-30 19:00:00,2019,FY,0.0,0.0,0.0,0.0,82970.0,69748.0,0.0,69748.0,0.0,152718.0,152718.0,0.0,0.0,0.0,-152718.0,0.0,-152718.0,0.0,0.0,-152718.0,0.0,0.0,-152718.0,0.0,-0.011,-0.011,13863636.0,13863636.0,,
,AERI,USD,0001337553,2022-02-25,2022-02-24 18:56:50,2021,FY,194134000.0,26846000.0,167288000.0,0.8617140738,75837000.0,0.0,0.0,137805000.0,0.0,213642000.0,240488000.0,139000.0,28904000.0,37500000.0,-7813000.0,-0.0402453975,-45313000.0,-0.233410943,-28904000.0,-74217000.0,-0.3822977943,593000.0,-74810000.0,-0.3853523855,-1.61,-1.61,46336346.0,46336346.0,https://www.sec.gov/Archives/edgar/data/1337553/000133755322000013/0001337553-22-000013-index.htm,https://www.sec.gov/Archives/edgar/data/1337553/000133755322000013/aeri-20211231.htm
,AERI,USD,0001337553,2021-02-26,2021-02-25 18:42:41,2020,FY,83138000.0,25333000.0,57805000.0,0.6952897592,74007000.0,137184000.0,0.0,137184000.0,2304000.0,213495000.0,238828000.0,1984000.0,26476000.0,34158000.0,-117222000.0,-1.4099689673,-155690000.0,-1.8726695374,-22166000.0,-177856000.0,-2.1392864875,5245000.0,-183101000.0,-2.2023743655,-3.99,-3.99,45897255.0,45897255.0,https://www.sec.gov/Archives/edgar/data/1337553/000162828021003345/0001628280-21-003345-index.htm,https://www.sec.gov/Archives/edgar/data/1337553/000162828021003345/aeri-20201231.htm
,AERI,USD,0001337553,2020-02-24,2020-02-24 08:05:46,2019,FY,69888000.0,4833000.0,65055000.0,0.9308464973,91378000.0,138402000.0,0.0,138402000.0,22767000.0,252547000.0,257380000.0,2970000.0,15255000.0,18114000.0,-166302000.0,-2.3795501374,-187492000.0,-2.6827495421,-12179000.0,-199671000.0,-2.8570140797,-90000.0,-199581000.0,-2.8557263049,-4.39,-4.39,45427154.0,45427154.0,https://www.sec.gov/Archives/edgar/data/1337553/000162828020002027/0001628280-20-002027-index.htm,https://www.sec.gov/Archives/edgar/data/1337553/000162828020002027/aeri-1231201910xk.htm
,AERI,USD,0001337553,2019-03-01,2019-03-01 16:02:34,2018,FY,24181000.0,641000.0,23540000.0,0.9734915843,86123000.0,120614000.0,0.0,120614000.0,26545000.0,233282000.0,233923000.0,3429000.0,2531000.0,2442000.0,-227593000.0,-9.4120590546,-209742000.0,-8.673834829,-22824000.0,-232566000.0,-9.6177163889,3000.0,-232569000.0,-9.6178404532,-5.58,-5.58,41663958.0,41663958.0,https://www.sec.gov/Archives/edgar/data/1337553/000162828019002369/0001628280-19-002369-index.htm,https://www.sec.gov/Archives/edgar/data/1337553/000162828019002369/aeri-1231201810xk.htm
,AERI,USD,0001337553,2018-03-01,2018-03-01 16:46:58,2017,FY,0.0,0.0,0.0,0.0,72078000.0,73615000.0,0.0,73615000.0,0.0,145693000.0,145693000.0,1753000.0,2368000.0,1410000.0,-143085000.0,0.0,-145693000.0,0.0,-1170000.0,-146863000.0,0.0,-1758000.0,-145105000.0,0.0,-4.11,-4.11,35324472.0,35324472.0,https://www.sec.gov/Archives/edgar/data/1337553/000162828018002651/0001628280-18-002651-index.htm,https://www.sec.gov/Archives/edgar/data/1337553/000162828018002651/aeri-1231201710xk.htm
,AES,USD,0000874761,2024-02-26,2024-02-26 17:24:09,2022,FY,12668000000.0,7660000000.0,5008000000.0,0.3953268077,0.0,255000000.0,0.0,255000000.0,-12000000.0,255000000.0,7915000000.0,551000000.0,-1319000000.0,1128000000.0,-189000000.0,-0.0149194822,-189000000.0,-0.0149194822,293000000.0,104000000.0,0.0082096621,261000000.0,249000000.0,0.0196558257,0.36,0.34,669000000.0,712000000.0,https://www.sec.gov/Archives/edgar/data/874761/000087476124000011/0000874761-24-000011-index.htm,https://www.sec.gov/Archives/edgar/data/874761/000087476124000011/aes-20231231.htm
,AES,USD,0000874761,2023-03-01,2023-03-01 16:44:29,2021,FY,12617000000.0,10069000000.0,2548000000.0,0.2019497503,0.0,207000000.0,0.0,207000000.0,-141000000.0,207000000.0,10276000000.0,389000000.0,1117000000.0,1053000000.0,3620000000.0,0.2869144805,2567000000.0,0.2034556551,-2736000000.0,-169000000.0,-0.0133946263,265000000.0,-434000000.0,-0.0343980344,-0.65,-0.65,668000000.0,668000000.0,https://www.sec.gov/Archives/edgar/data/874761/000087476123000010/0000874761-23-000010-index.htm,https://www.sec.gov/Archives/edgar/data/874761/000087476123000010/aes-20221231.htm
,AES,USD,0000874761,2022-02-28,2022-02-28 06:20:51,2020,FY,11141000000.0,8430000000.0,2711000000.0,0.2433354277,0.0,166000000.0,0.0,166000000.0,350000000.0,166000000.0,8596000000.0,298000000.0,911000000.0,1056000000.0,4249000000.0,0.3813840768,3193000000.0,0.2865990486,-4257000000.0,-1064000000.0,-0.0955030967,-133000000.0,-931000000.0,-0.0835652096,-1.4,-1.4,666000000.0,666000000.0,https://www.sec.gov/Archives/edgar/data/874761/000087476122000022/0000874761-22-000022-index.htm,https://www.sec.gov/Archives/edgar/data/874761/000087476122000022/aes-20211231.htm
,AES,USD,0000874761,2021-02-25,2021-02-24 18:41:01,2019,FY,9660000000.0,6967000000.0,2693000000.0,0.2787784679,0.0,165000000.0,0.0,165000000.0,-180000000.0,165000000.0,7132000000.0,268000000.0,1038000000.0,1068000000.0,3684000000.0,0.3813664596,2616000000.0,0.2708074534,-2128000000.0,488000000.0,0.0505175983,216000000.0,272000000.0,0.0281573499,0.41,0.41,665000000.0,668000000.0,https://www.sec.gov/Archives/edgar/data/874761/000087476121000015/0000874761-21-000015-index.htm,https://www.sec.gov/Archives/edgar/data/874761/000087476121000015/aes-20201231.htm
,AES,USD,0000874761,2020-02-28,2020-02-27 18:07:01,2018,FY,10189000000.0,7840000000.0,2349000000.0,0.2305427422,0.0,196000000.0,0.0,196000000.0,-27000000.0,196000000.0,8036000000.0,318000000.0,1050000000.0,1045000000.0,3489000000.0,0.3424281087,2444000000.0,0.2398665227,-1443000000.0,1001000000.0,0.0982432035,352000000.0,649000000.0,0.0636961429,0.98,0.97,664000000.0,667000000.0,https://www.sec.gov/Archives/edgar/data/874761/000087476120000012/0000874761-20-000012-index.htm,https://www.sec.gov/Archives/edgar/data/874761/000087476120000012/a2019form10-k.htm
,AEVA,USD,0001789029,2024-03-15,2024-03-15 17:06:30,2023,FY,4312000.0,10198000.0,-5886000.0,-1.3650278293,102503000.0,31761000.0,7638000.0,39399000.0,-10470000.0,141902000.0,152100000.0,8925000.0,0.0,7730000.0,-140058000.0,-32.4809833024,-147788000.0,-34.2736549165,-1545000.0,-149333000.0,-34.6319573284,0.0,-149333000.0,-34.6319573284,-3.29,-3.29,45412154.0,45412154.0,https://www.sec.gov/Archives/edgar/data/1789029/000095017024032299/0000950170-24-032299-index.htm,https://www.sec.gov/Archives/edgar/data/1789029/000095017024032299/aeva-20231231.htm
,AEVA,USD,0001789029,2023-03-24,2023-03-24 16:52:46,2022,FY,4192000.0,8447000.0,-4255000.0,-1.015028626,109587000.0,31070000.0,7043000.0,38113000.0,943000.0,147700000.0,156147000.0,3707000.0,-4650000.0,6147000.0,-145808000.0,-34.7824427481,-151955000.0,-36.2488072519,4650000.0,-147305000.0,-35.1395515267,-4650000.0,-142655000.0,-34.0302958015,-3.28,-3.28,43461579.0,43461579.0,https://www.sec.gov/Archives/edgar/data/1789029/000095017023009764/0000950170-23-009764-index.htm,https://www.sec.gov/Archives/edgar/data/1789029/000095017023009764/aeva-20221231.htm
,AEVA,USD,0001789029,2022-03-01,2022-02-28 21:30:44,2021,FY,9265000.0,5833000.0,3432000.0,0.3704263357,74768000.0,28407000.0,4443000.0,32850000.0,1936000.0,107618000.0,113451000.0,372000.0,0.0,3048000.0,-101138000.0,-10.9161359957,-104186000.0,-11.2451160281,2308000.0,-101878000.0,-10.996006476,-372000.0,-101506000.0,-10.9558553697,-2.53,-2.53,40169932.0,40169932.0,https://www.sec.gov/Archives/edgar/data/1789029/000095017022002379/0000950170-22-002379-index.htm,https://www.sec.gov/Archives/edgar/data/1789029/000095017022002379/aeva-20211231.htm
,AEVA,USD,0001789029,2021-03-11,2021-03-11 16:34:01,2020,FY,4843000.0,2741000.0,2102000.0,0.4340284947,20497000.0,5664000.0,1682000.0,7346000.0,-24000.0,27843000.0,30584000.0,195000.0,0.0,798000.0,-24943000.0,-5.1503200496,-25741000.0,-5.31509395,171000.0,-25570000.0,-5.2797852571,-195000.0,-25375000.0,-5.2395209581,-0.9,-0.9,28348350.0,28348350.0,https://www.sec.gov/Archives/edgar/data/1789029/000121390021014857/0001213900-21-014857-index.htm,https://www.sec.gov/Archives/edgar/data/1789029/000121390021014857/f10k2020_interprivateacq.htm
,AEVA,USD,0001789029,2020-03-30,2020-03-30 16:47:13,2019,FY,1384000.0,815000.0,569000.0,0.4111271676,15406000.0,4290000.0,966000.0,5256000.0,-17000.0,20662000.0,21477000.0,516000.0,0.0,634000.0,-19459000.0,-14.0599710983,-20093000.0,-14.5180635838,499000.0,-19594000.0,-14.1575144509,-516000.0,-19078000.0,-13.7846820809,-0.45,-0.45,42281950.0,42281950.0,https://www.sec.gov/Archives/edgar/data/1789029/000121390020008023/0001213900-20-008023-index.htm,https://www.sec.gov/Archives/edgar/data/1789029/000121390020008023/f10k2019_interprivate.htm
,AEY,USD,0000874292,2023-03-21,2023-03-21 16:13:40,2022,FY,97028000.0,69239000.0,27789000.0,0.2864018634,0.0,0.0,0.0,15571000.0,-822000.0,26650000.0,95889000.0,0.0,176000.0,1234000.0,1551000.0,0.0159850765,1477000.0,0.01522241,-484000.0,479000.0,0.0049367193,8000.0,471000.0,0.0048542689,0.3,0.3,1348427.0,1348427.0,https://www.sec.gov/Archives/edgar/data/874292/000162828023008742/0001628280-23-008742-index.htm,https://www.sec.gov/Archives/edgar/data/874292/000162828023008742/aey-20221231.htm
,AEY,USD,0000874292,2021-12-27,2021-12-27 16:21:10,2021,FY,62160000.0,46033000.0,16127000.0,0.2594433719,0.0,0.0,0.0,14890000.0,10557000.0,25447000.0,71480000.0,135000.0,238000.0,1253000.0,-8067000.0,-0.1297779923,-9320000.0,-0.1499356499,2765000.0,-6555000.0,-0.105453668,-53000.0,-6502000.0,-0.1046010296,-5.24,-5.24,1240104.0,1240104.0,https://www.sec.gov/Archives/edgar/data/874292/000162828021025600/0001628280-21-025600-index.htm,https://www.sec.gov/Archives/edgar/data/874292/000162828021025600/aey-20210930.htm
,AEY,USD,0000874292,2020-12-17,2020-12-17 17:04:09,2020,FY,50182000.0,38502000.0,11680000.0,0.2327527799,0.0,0.0,0.0,11249000.0,9720000.0,20969000.0,59471000.0,321000.0,254000.0,1756000.0,-7533000.0,-0.1501135865,-9289000.0,-0.1851062134,-9293000.0,-18582000.0,-0.3702921366,-1249000.0,-17333000.0,-0.345402734,-15.53,-15.53,1116366.0,1116366.0,https://www.sec.gov/Archives/edgar/data/874292/000162828020017632/0001628280-20-017632-index.htm,https://www.sec.gov/Archives/edgar/data/874292/000162828020017632/aey-20200930.htm
,AEY,USD,0000874292,2019-12-17,2019-12-17 16:19:34,2019,FY,55118297.0,46025775.0,9092522.0,0.1649637687,0.0,0.0,0.0,13068636.0,-223999.0,13068636.0,59094411.0,96411.0,79902.0,7917.0,-3968197.0,-0.0719941873,-3976114.0,-0.0721378239,-71985.0,-4048099.0,-0.073443833,-13000.0,-4035099.0,-0.0732079767,-3.89,-3.89,1036129.0,1036129.0,https://www.sec.gov/Archives/edgar/data/874292/000144526019000064/0001445260-19-000064-index.htm,https://www.sec.gov/Archives/edgar/data/874292/000144526019000064/form10-k.htm
,AEY,USD,0000874292,2018-12-28,2018-12-28 11:05:36,2018,FY,47413987.0,36191011.0,11222976.0,0.2367017986,0.0,0.0,0.0,14325268.0,0.0,14325268.0,50516279.0,0.0,231888.0,1631440.0,-3360850.0,-0.0708830919,-5193410.0,-0.1095332903,-2349676.0,-5683856.0,-0.1198771999,1636000.0,-7319856.0,-0.1543817861,-7.13,-7.13,1027274.0,1027274.0,https://www.sec.gov/Archives/edgar/data/874292/000144526018000055/0001445260-18-000055-index.htm,https://www.sec.gov/Archives/edgar/data/874292/000144526018000055/form10-k.htm
,AEYE,USD,0001362190,2024-03-07,2024-03-07 16:53:58,2023,FY,31316000.0,6974000.0,24342000.0,0.7773023375,6989000.0,11537000.0,11781000.0,22876000.0,0.0,29865000.0,36839000.0,93000.0,93000.0,2626000.0,-2897000.0,-0.0925086218,-5523000.0,-0.1763635202,-349000.0,-5872000.0,-0.1875079831,0.0,-5872000.0,-0.1875079831,-0.5,-0.5,11766000.0,11766000.0,https://www.sec.gov/Archives/edgar/data/1362190/000141057824000150/0001410578-24-000150-index.htm,https://www.sec.gov/Archives/edgar/data/1362190/000141057824000150/aeye-20231231x10k.htm
,AEYE,USD,0001362190,2023-03-09,2023-03-09 17:13:12,2022,FY,29913000.0,7219000.0,22694000.0,0.7586668004,6085000.0,13381000.0,13657000.0,27038000.0,0.0,33123000.0,40342000.0,4000.0,4000.0,2667000.0,-7762000.0,-0.2594858423,-10429000.0,-0.3486444021,-4000.0,-10433000.0,-0.3487781232,4000.0,-10437000.0,-0.3489118443,-0.91,-0.91,11477000.0,11477000.0,https://www.sec.gov/Archives/edgar/data/1362190/000141057823000236/0001410578-23-000236-index.htm,https://www.sec.gov/Archives/edgar/data/1362190/000141057823000236/aeye-20221231x10k.htm
,AEYE,USD,0001362190,2022-03-11,2022-03-11 16:30:59,2021,FY,24503000.0,6121000.0,18382000.0,0.7501938538,5304000.0,13970000.0,14621000.0,28591000.0,0.0,33895000.0,40016000.0,12000.0,12000.0,1587000.0,-15513000.0,-0.6331061503,-15513000.0,-0.6331061503,1304000.0,-14209000.0,-0.579888177,-1575000.0,-12634000.0,-0.5156103334,-1.14,-1.14,11040000.0,11040000.0,https://www.sec.gov/Archives/edgar/data/1362190/000141057822000353/0001410578-22-000353-index.htm,https://www.sec.gov/Archives/edgar/data/1362190/000141057822000353/aeye-20211231x10k.htm
,AEYE,USD,0001362190,2021-03-11,2021-03-11 17:22:33,2020,FY,20475000.0,5961000.0,14514000.0,0.7088644689,1230000.0,11945000.0,8472000.0,20417000.0,0.0,21647000.0,27608000.0,145000.0,145000.0,1173000.0,-7133000.0,-0.3483760684,-7133000.0,-0.3483760684,-25000.0,-7158000.0,-0.3495970696,-1028000.0,-6130000.0,-0.2993894994,-0.66,-0.66,9313000.0,9313000.0,https://www.sec.gov/Archives/edgar/data/1362190/000110465921035092/0001104659-21-035092-index.htm,https://www.sec.gov/Archives/edgar/data/1362190/000110465921035092/tm211111d1_10k.htm
,AEYE,USD,0001362190,2020-03-30,2020-03-30 13:01:50,2019,FY,10765153.0,4383112.0,6382041.0,0.5928425727,701054.0,8914988.0,4583796.0,13498784.0,12000.0,14199838.0,18582950.0,76000.0,-75883.0,-98409.0,-7916206.0,-0.7353547135,-7817797.0,-0.7262132735,34526.0,-7783271.0,-0.7230060734,-745047.0,-7038224.0,-0.6537969316,-0.87,-0.87,8107181.0,8107181.0,https://www.sec.gov/Archives/edgar/data/1362190/000110465920040172/0001104659-20-040172-index.htm,https://www.sec.gov/Archives/edgar/data/1362190/000110465920040172/tm205327d1_10k.htm
,AEZS,USD,0001113423,2024-03-27,2024-03-27 08:05:53,2023,FY,4580487.0,398170.0,4182317.0,0.9130725619,13808674.0,8724000.0,-12112.0,8711888.0,-13000.0,22520562.0,22918733.0,1126000.0,128130.0,172099.0,-18166141.0,-3.9659846213,-18338243.0,-4.003557482,1482699.0,-16855544.0,-3.6798584954,3.0,-16855544.0,-3.6798584954,-3.47,-3.47,4855876.0,4855876.0,https://www.sec.gov/Archives/edgar/data/1113423/000149315224011401/0001493152-24-011401-index.htm,https://www.sec.gov/Archives/edgar/data/1113423/000149315224011401/form20-f.htm
,AEZS,USD,0001113423,2023-03-23,2023-03-23 08:06:06,2022,FY,5640000.0,157000.0,5483000.0,0.9721631206,12506000.0,8230000.0,8230000.0,8230000.0,8507000.0,20736000.0,20893000.0,4000.0,3000.0,7606000.0,-7647000.0,-1.3558510638,-15253000.0,-2.7044326241,-7474000.0,-22727000.0,-4.0296099291,14942000.0,-37669000.0,-6.6789007092,-7.76,-7.76,4855876.0,4855876.0,https://www.sec.gov/Archives/edgar/data/1113423/000149315223008641/0001493152-23-008641-index.htm,https://www.sec.gov/Archives/edgar/data/1113423/000149315223008641/form20-f.htm
,AEZS,USD,0001113423,2022-03-29,2022-03-28 21:33:08,2021,FY,5260000.0,90000.0,5170000.0,0.9828897338,6574000.0,5916000.0,1351000.0,7267000.0,90000.0,13841000.0,13931000.0,7000.0,21000.0,145000.0,-8526000.0,-1.6209125475,-8671000.0,-1.6484790875,194000.0,-8477000.0,-1.6115969582,-109000.0,-8368000.0,-1.5908745247,-1.82,-1.82,4596980.0,4596980.0,https://www.sec.gov/Archives/edgar/data/1113423/000149315222007933/0001493152-22-007933-index.htm,https://www.sec.gov/Archives/edgar/data/1113423/000149315222007933/form20f.htm
,AEZS,USD,0001113423,2020-12-31,2020-12-31 00:00:00,2020,FY,3652000.0,2317000.0,1335000.0,0.3655531216,1506000.0,4759000.0,1134000.0,5893000.0,146342.0,7399000.0,9716000.0,4000.0,774880.0,-1845000.0,-7909000.0,-2.1656626506,-6064000.0,-1.6604600219,1341000.0,-4723000.0,-1.293263965,395000.0,-5118000.0,-1.4014238773,-3.11,-3.11,1643326.0,1643326.0,,
,AEZS,USD,0001113423,2020-03-31,2020-03-30 20:42:05,2019,FY,532000.0,410000.0,122000.0,0.2293233083,1837000.0,6615000.0,1214000.0,7829000.0,1108000.0,9666000.0,10076000.0,593000.0,593000.0,315000.0,-9229000.0,-17.3477443609,-9544000.0,-17.9398496241,3314000.0,-6230000.0,-11.7105263158,-188000.0,-6042000.0,-11.3571428571,-8.63,-8.63,699778.0,699778.0,https://www.sec.gov/Archives/edgar/data/1113423/000149315220005347/0001493152-20-005347-index.htm,https://www.sec.gov/Archives/edgar/data/1113423/000149315220005347/form20-f.htm
,AFAC,USD,0001849489,2022-04-01,2022-04-01 16:21:38,2021,FY,0.0,0.0,0.0,0.0,0.0,684905.0,0.0,684905.0,0.0,684905.0,684905.0,15.0,-8669906.0,8669906.0,7985001.0,0.0,-684905.0,0.0,8669906.0,7985001.0,0.0,-8669906.0,16654907.0,0.0,0.77,0.77,21562500.0,21562500.0,https://www.sec.gov/Archives/edgar/data/1849489/000119312522093685/0001193125-22-093685-index.htm,https://www.sec.gov/Archives/edgar/data/1849489/000119312522093685/d291309d10k.htm
,AFAQ,USD,0001841661,2022-03-31,2022-03-31 16:04:54,2021,FY,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-838569.0,-838569.0,-838569.0,59.0,-10603501.0,10603501.0,9764932.0,0.0,-838569.0,0.0,10603501.0,9764932.0,0.0,-10603501.0,20368433.0,0.0,0.73,0.73,28000000.0,28000000.0,https://www.sec.gov/Archives/edgar/data/1841661/000121390022016732/0001213900-22-016732-index.htm,https://www.sec.gov/Archives/edgar/data/1841661/000121390022016732/f10k2021_afacquisition.htm
,AFBI,USD,0001823406,2024-03-21,2024-03-21 16:30:55,2023,FY,45166000.0,0.0,45166000.0,1.0,0.0,12252000.0,14755000.0,12252000.0,-6563000.0,6563000.0,36778000.0,42700000.0,1409000.0,980000.0,-8388000.0,-0.1857149183,8388000.0,0.1857149183,8388000.0,8388000.0,0.1857149183,1940000.0,6448000.0,0.1427622548,1.0,0.98,6476767.0,6557053.0,https://www.sec.gov/Archives/edgar/data/1823406/000095017024034761/0000950170-24-034761-index.htm,https://www.sec.gov/Archives/edgar/data/1823406/000095017024034761/afbi-20231231.htm
,AFBI,USD,0001823406,2023-03-23,2023-03-23 16:31:32,2022,FY,32157000.0,0.0,32157000.0,1.0,0.0,12221000.0,476000.0,12697000.0,-7382000.0,476000.0,476000.0,32134000.0,2379000.0,338000.0,11706000.0,0.364026495,11368000.0,0.3535155643,-2041000.0,9327000.0,0.2900457132,2193000.0,7134000.0,0.2218490531,1.07,1.06,6669389.0,6761771.0,https://www.sec.gov/Archives/edgar/data/1823406/000095017023009519/0000950170-23-009519-index.htm,https://www.sec.gov/Archives/edgar/data/1823406/000095017023009519/afbi-20221231.htm
,AFBI,USD,0001823406,2022-03-18,2022-03-18 17:01:12,2021,FY,32081000.0,0.0,32081000.0,1.0,0.0,11484000.0,339000.0,11823000.0,-33993000.0,-22170000.0,-22170000.0,32453000.0,3177000.0,674000.0,10585000.0,0.329946074,9911000.0,0.3089367538,9911000.0,9911000.0,0.3089367538,2338000.0,7573000.0,0.2360587263,1.1,1.1,6873466.0,6873466.0,https://www.sec.gov/Archives/edgar/data/1823406/000095017022004175/0000950170-22-004175-index.htm,https://www.sec.gov/Archives/edgar/data/1823406/000095017022004175/afbi-20211231.htm
,AFBI,USD,0001823406,2021-04-01,2021-03-31 18:34:53,2020,FY,27009000.0,0.0,27009000.0,1.0,0.0,12158000.0,200000.0,12358000.0,-35487000.0,-23129000.0,-23129000.0,30632000.0,5490000.0,697000.0,4577000.0,0.1694620312,3880000.0,0.1436558184,3880000.0,3880000.0,0.1436558184,792000.0,3088000.0,0.1143322596,0.45,0.45,6875643.0,6875643.0,https://www.sec.gov/Archives/edgar/data/1823406/000156459021017146/0001564590-21-017146-index.htm,https://www.sec.gov/Archives/edgar/data/1823406/000156459021017146/afbi-10k_20201231.htm
,AFBI,USD,0001823406,2019-12-31,2019-12-31 00:00:00,2019,FY,14351000.0,0.0,14351000.0,1.0,0.0,8024000.0,147000.0,8171000.0,-22196000.0,-14025000.0,-14025000.0,14997000.0,2312000.0,885000.0,1211000.0,0.0843843635,326000.0,0.022716187,326000.0,326000.0,0.022716187,-29000.0,355000.0,0.0247369521,0.0569,0.0569,6235245.0,6235245.0,,
,AFCG,USD,0001822523,2024-03-07,2024-03-07 08:31:02,2023,FY,69194611.0,14064305.0,55130306.0,0.7967427695,0.0,6013402.0,0.0,6013402.0,-16015173.0,16015173.0,42212199.0,70535087.0,6357457.0,-31178795.0,39115130.0,0.5652915658,39115130.0,0.5652915658,-16503794.0,22611336.0,0.3267788585,1659337.0,20951999.0,0.3027981326,1.02,1.02,20321091.0,20345919.0,https://www.sec.gov/Archives/edgar/data/1822523/000182252324000014/0001822523-24-000014-index.htm,https://www.sec.gov/Archives/edgar/data/1822523/000182252324000014/afcg-20231231.htm
,AFCG,USD,0001822523,2023-03-07,2023-03-07 08:29:11,2022,FY,71541547.0,11177470.0,60364077.0,0.8437625342,0.0,6038145.0,0.0,6038145.0,-11233197.0,6301637.0,17479107.0,81498717.0,6814075.0,-40101816.0,43772796.0,0.6118514043,43772796.0,0.6118514043,-6814075.0,36958721.0,0.5166050016,1026324.0,35932397.0,0.5022591558,1.81,1.8,19842222.0,19957737.0,https://www.sec.gov/Archives/edgar/data/1822523/000182252323000006/0001822523-23-000006-index.htm,https://www.sec.gov/Archives/edgar/data/1822523/000182252323000006/afcg-20221231.htm
