date,symbol,reportedCurrency,cik,fillingDate,acceptedDate,calendarYear,period,revenue,costOfRevenue,grossProfit,grossProfitRatio,researchAndDevelopmentExpenses,generalAndAdministrativeExpenses,sellingAndMarketingExpenses,sellingGeneralAndAdministrativeExpenses,otherExpenses,operatingExpenses,costAndExpenses,interestIncome,interestExpense,depreciationAndAmortization,ebitda,ebitdaratio,operatingIncome,operatingIncomeRatio,totalOtherIncomeExpensesNet,incomeBeforeTax,incomeBeforeTaxRatio,incomeTaxExpense,netIncome,netIncomeRatio,eps,epsdiluted,weightedAverageShsOut,weightedAverageShsOutDil,link,finalLink
,ALE,USD,0000066756,2021-02-17,2021-02-16 18:14:10,2020,FY,1169100000.0,744300000.0,424800000.0,0.363356428,0.0,0.0,0.0,8600000.0,273900000.0,273900000.0,1018200000.0,1600000.0,65600000.0,262600000.0,413500000.0,0.3536908733,150900000.0,0.1290736464,-28800000.0,122100000.0,0.1044393123,-39500000.0,174200000.0,0.149003507,3.36,3.36,51900000.0,51900000.0,https://www.sec.gov/Archives/edgar/data/66756/000006675621000025/0000066756-21-000025-index.htm,https://www.sec.gov/Archives/edgar/data/66756/000006675621000025/ale-20201231.htm
,ALE,USD,0000066756,2020-02-13,2020-02-12 18:39:52,2019,FY,1240500000.0,805400000.0,435100000.0,0.3507456671,0.0,0.0,0.0,7700000.0,255300000.0,255300000.0,1060700000.0,4400000.0,64900000.0,249600000.0,429400000.0,0.3461507457,179800000.0,0.1449415558,-900000.0,178900000.0,0.1442160419,-6600000.0,185600000.0,0.1496170899,3.6,3.59,51600000.0,51700000.0,https://www.sec.gov/Archives/edgar/data/66756/000006675620000016/0000066756-20-000016-index.htm,https://www.sec.gov/Archives/edgar/data/66756/000006675620000016/ale12312019-10k.htm
,ALEC,USD,0001653087,2024-02-27,2024-02-27 16:19:01,2023,FY,97062000.0,8848000.0,88214000.0,0.9088417712,192115000.0,56687000.0,0.0,56687000.0,26561000.0,248802000.0,248802000.0,0.0,0.0,8848000.0,-142892000.0,-1.4721724259,-151740000.0,-1.5633306546,26561000.0,-125179000.0,-1.2896808226,5212000.0,-130391000.0,-1.3433784591,-1.56,-1.56,83733730.0,83733730.0,https://www.sec.gov/Archives/edgar/data/1653087/000095017024021183/0000950170-24-021183-index.htm,https://www.sec.gov/Archives/edgar/data/1653087/000095017024021183/alec-20231231.htm
,ALEC,USD,0001653087,2023-02-28,2023-02-28 16:19:25,2022,FY,133617000.0,8472000.0,125145000.0,0.9365948944,210418000.0,61033000.0,0.0,61033000.0,7778000.0,271451000.0,271451000.0,0.0,-16250000.0,8472000.0,-137834000.0,-1.0315603553,-137834000.0,-1.0315603553,7778000.0,-130056000.0,-0.9733491996,3254000.0,-133310000.0,-0.9977023882,-1.62,-1.62,82467587.0,82467587.0,https://www.sec.gov/Archives/edgar/data/1653087/000095017023005111/0000950170-23-005111-index.htm,https://www.sec.gov/Archives/edgar/data/1653087/000095017023005111/alec-20221231.htm
,ALEC,USD,0001653087,2022-02-24,2022-02-24 16:18:23,2021,FY,207085000.0,189407000.0,17678000.0,0.0853659125,189407000.0,55038000.0,0.0,55038000.0,1031000.0,244445000.0,244445000.0,0.0,0.0,8315000.0,-37360000.0,-0.1804090108,-37360000.0,-0.1804090108,1031000.0,-36329000.0,-0.1754303788,-8315000.0,-28014000.0,-0.1352777845,-0.35,-0.35,80416936.0,80416936.0,https://www.sec.gov/Archives/edgar/data/1653087/000095017022001979/0000950170-22-001979-index.htm,https://www.sec.gov/Archives/edgar/data/1653087/000095017022001979/alec-20211231.htm
,ALEC,USD,0001653087,2021-02-25,2021-02-25 16:20:04,2020,FY,21098000.0,156869000.0,-135771000.0,-6.4352545265,156869000.0,59403000.0,0.0,59403000.0,4946000.0,216272000.0,216272000.0,0.0,0.0,7265000.0,-195174000.0,-9.2508294625,-195174000.0,-9.2508294625,4946000.0,-190228000.0,-9.0163996587,-7265000.0,-182963000.0,-8.6720542231,-2.35,-2.35,77758806.0,77758806.0,https://www.sec.gov/Archives/edgar/data/1653087/000156459021008860/0001564590-21-008860-index.htm,https://www.sec.gov/Archives/edgar/data/1653087/000156459021008860/alec-10k_20201231.htm
,ALEC,USD,0001653087,2020-03-24,2020-03-24 16:16:20,2019,FY,21219000.0,100528000.0,-79309000.0,-3.7376407936,100528000.0,35095000.0,0.0,35095000.0,9019000.0,135623000.0,135623000.0,0.0,0.0,5574000.0,-114404000.0,-5.3915830152,-114404000.0,-5.3915830152,9019000.0,-105385000.0,-4.9665394222,-5574000.0,-99811000.0,-4.7038503228,-1.62,-1.62,61734492.0,61734492.0,https://www.sec.gov/Archives/edgar/data/1653087/000156459020012520/0001564590-20-012520-index.htm,https://www.sec.gov/Archives/edgar/data/1653087/000156459020012520/alec-10k_20191231.htm
,ALEX,USD,0001545654,2024-02-29,2024-02-28 21:42:23,2023,FY,208900000.0,70300000.0,138600000.0,0.6634753471,0.0,34500000.0,0.0,34500000.0,-34000000.0,34000000.0,140600000.0,400000.0,20300000.0,36300000.0,140900000.0,0.6744853997,104600000.0,0.5007180469,-63800000.0,40800000.0,0.1953087602,11000000.0,29800000.0,0.1426519866,0.41,0.41,72600000.0,72800000.0,https://www.sec.gov/Archives/edgar/data/1545654/000154565424000008/0001545654-24-000008-index.htm,https://www.sec.gov/Archives/edgar/data/1545654/000154565424000008/alex-20231231.htm
,ALEX,USD,0001545654,2023-03-01,2023-02-28 21:13:35,2022,FY,230500000.0,98700000.0,131800000.0,0.5718004338,0.0,36500000.0,-600000.0,35900000.0,34200000.0,70100000.0,168800000.0,300000.0,149000000.0,38000000.0,118100000.0,0.5123644252,80100000.0,0.347505423,-147900000.0,-67800000.0,-0.294143167,-18300000.0,-49500000.0,-0.2147505423,-0.68,-0.68,72600000.0,72600000.0,https://www.sec.gov/Archives/edgar/data/1545654/000154565423000008/0001545654-23-000008-index.htm,https://www.sec.gov/Archives/edgar/data/1545654/000154565423000008/alex-20221231.htm
,ALEX,USD,0001545654,2022-02-25,2022-02-24 20:56:16,2021,FY,379300000.0,254100000.0,125200000.0,0.3300817295,0.0,54900000.0,0.0,54900000.0,400000.0,54900000.0,309000000.0,1000000.0,26300000.0,50400000.0,112500000.0,0.2965989982,62100000.0,0.163722647,-26300000.0,35800000.0,0.0943843923,18600000.0,17200000.0,0.0453466913,0.24,0.24,72500000.0,72600000.0,https://www.sec.gov/Archives/edgar/data/1545654/000154565422000008/0001545654-22-000008-index.htm,https://www.sec.gov/Archives/edgar/data/1545654/000154565422000008/alex-20211231.htm
,ALEX,USD,0001545654,2021-02-26,2021-02-25 19:04:51,2020,FY,305300000.0,233500000.0,71800000.0,0.2351785129,0.0,48700000.0,0.0,48700000.0,1200000.0,48700000.0,282200000.0,1700000.0,30300000.0,55500000.0,85200000.0,0.2790697674,29700000.0,0.0972813626,-24100000.0,5600000.0,0.0183426138,-400000.0,5600000.0,0.0183426138,0.0775,0.0774,72300000.0,72400000.0,https://www.sec.gov/Archives/edgar/data/1545654/000154565421000006/0001545654-21-000006-index.htm,https://www.sec.gov/Archives/edgar/data/1545654/000154565421000006/alex-20201231.htm
,ALEX,USD,0001545654,2020-02-27,2020-02-26 19:54:07,2019,FY,435200000.0,417400000.0,17800000.0,0.0409007353,0.0,23600000.0,0.0,23600000.0,-23600000.0,23600000.0,441000000.0,3000000.0,33100000.0,50500000.0,44700000.0,0.1027113971,-5800000.0,-0.0133272059,-33100000.0,-38900000.0,-0.0893841912,-2000000.0,-36900000.0,-0.0847886029,-0.51,-0.51,72200000.0,72200000.0,https://www.sec.gov/Archives/edgar/data/1545654/000154565420000007/0001545654-20-000007-index.htm,https://www.sec.gov/Archives/edgar/data/1545654/000154565420000007/a201910-kdoc.htm
,ALF,USD,0001833908,2022-05-16,2022-05-16 07:25:12,2021,FY,0.0,540516000000.0,-540516000000.0,0.0,0.0,1125351000000.0,0.0,1125351000000.0,22166000000.0,22166000000.0,22166000000.0,0.0,8478000000.0,1204049.0,1204049.0,0.0,-1688033000000.0,0.0,88901000000.0,66735000000.0,0.0,66735000000.0,0.0,0.0,0.0,0.0,11795493.0,11795493.0,https://www.sec.gov/Archives/edgar/data/1833908/000141057822001567/0001410578-22-001567-index.htm,https://www.sec.gov/Archives/edgar/data/1833908/000141057822001567/alf-20211231x10k.htm
,ALF,USD,0001833908,2020-12-31,2020-12-30 19:00:00,2020,FY,0.0,331110.0,-331110.0,0.0,0.0,2850531.0,0.0,2850531.0,464236.0,3314767.0,3645877.0,0.0,108122.0,464236.0,-2986601.0,0.0,-3645877.0,0.0,86918.0,-3558959.0,0.0,195040.0,-3558959.0,0.0,-0.3,-0.3,11795493.0,11795493.0,,
,ALF,USD,0001833908,2019-12-31,2019-12-30 19:00:00,2019,FY,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-22166.0,-22166.0,22166.0,0.0,8478.0,22166.0,97379.0,0.0,-22166.0,0.0,88901.0,66735.0,0.0,97379.0,66735.0,0.0,0.0057,0.0057,11795493.0,11795493.0,,
,ALG,USD,0000897077,2024-02-22,2024-02-22 16:24:16,2023,FY,1689651000.0,1251526000.0,438125000.0,0.2592991097,13400000.0,203558000.0,23200000.0,226758000.0,1761000.0,240158000.0,1491684000.0,1485000.0,26093000.0,47973000.0,245940000.0,0.145556686,197967000.0,0.1171644322,-22847000.0,175120000.0,0.1036427049,38959000.0,136161000.0,0.0805852806,11.42,11.36,11920000.0,11987000.0,https://www.sec.gov/Archives/edgar/data/897077/000089707724000009/0000897077-24-000009-index.htm,https://www.sec.gov/Archives/edgar/data/897077/000089707724000009/alg-20231231.htm
,ALG,USD,0000897077,2023-02-23,2023-02-23 16:30:57,2022,FY,1513616000.0,1137098000.0,376518000.0,0.2487539772,14300000.0,201749000.0,10900000.0,212649000.0,15277000.0,227926000.0,1365024000.0,752000.0,14361000.0,15356000.0,163948000.0,0.1083154512,148592000.0,0.0981702096,-14282000.0,134310000.0,0.0887345271,32382000.0,101928000.0,0.0673407258,8.58,8.54,11877000.0,11934000.0,https://www.sec.gov/Archives/edgar/data/897077/000089707723000009/0000897077-23-000009-index.htm,https://www.sec.gov/Archives/edgar/data/897077/000089707723000009/alg-20221231.htm
,ALG,USD,0000897077,2022-02-24,2022-02-24 17:28:45,2021,FY,1334223000.0,999709000.0,334514000.0,0.2507182083,11700000.0,192739000.0,10200000.0,202939000.0,14637000.0,217576000.0,1217285000.0,1149000.0,10533000.0,17730000.0,134668000.0,0.100933652,116938000.0,0.0876450189,-7440000.0,109498000.0,0.0820687396,29253000.0,80245000.0,0.0601436192,6.78,6.75,11837000.0,11896000.0,https://www.sec.gov/Archives/edgar/data/897077/000089707722000007/0000897077-22-000007-index.htm,https://www.sec.gov/Archives/edgar/data/897077/000089707722000007/alg-20211231.htm
,ALG,USD,0000897077,2021-02-26,2021-02-25 17:53:52,2020,FY,1163466000.0,871356000.0,292110000.0,0.2510687893,10100000.0,174099000.0,10100000.0,184199000.0,14746000.0,198945000.0,1070301000.0,1366000.0,15837000.0,44649000.0,137814000.0,0.1184512483,93165000.0,0.0800753954,-15028000.0,78137000.0,0.0671588168,21507000.0,57804000.0,0.0496825863,4.91,4.88,11782000.0,11845000.0,https://www.sec.gov/Archives/edgar/data/897077/000089707721000007/0000897077-21-000007-index.htm,https://www.sec.gov/Archives/edgar/data/897077/000089707721000007/alg-20201231.htm
,ALG,USD,0000897077,2020-02-28,2020-02-28 06:34:28,2019,FY,1119138000.0,845911000.0,273227000.0,0.2441405796,11984000.0,160721000.0,12200000.0,172921000.0,5658000.0,178579000.0,1024490000.0,1229000.0,10747000.0,6092000.0,100740000.0,0.0900157085,94648000.0,0.0845722333,-10313000.0,84335000.0,0.0753571052,21429000.0,62906000.0,0.0562093325,5.36,5.33,11729000.0,11800000.0,https://www.sec.gov/Archives/edgar/data/897077/000089707720000011/0000897077-20-000011-index.htm,https://www.sec.gov/Archives/edgar/data/897077/000089707720000011/alg-20191231.htm
,ALGM,USD,0000866291,2024-05-23,2024-05-23 09:19:01,2024,FY,1049367000.0,474838000.0,574529000.0,0.5475005408,176638000.0,0.0,0.0,188429000.0,1646000.0,365067000.0,839905000.0,3144000.0,10763000.0,71382000.0,280844000.0,0.2676318199,209462000.0,0.1996079541,-14665000.0,194797000.0,0.1856328625,41909000.0,152697000.0,0.1455134381,0.79,0.78,192573169.0,194674352.0,https://www.sec.gov/Archives/edgar/data/866291/000095017024063770/0000950170-24-063770-index.htm,https://www.sec.gov/Archives/edgar/data/866291/000095017024063770/algm-20240329.htm
,ALGM,USD,0000866291,2023-05-25,2023-05-25 11:52:25,2023,FY,973653000.0,427574000.0,546079000.0,0.5608558696,150850000.0,0.0,0.0,194722000.0,606000.0,345572000.0,773146000.0,1724000.0,2336000.0,49932000.0,253239000.0,0.2600916343,203307000.0,0.2088084769,8039000.0,211346000.0,0.2170650119,23852000.0,187357000.0,0.1924268708,0.98,0.97,191197452.0,193688102.0,https://www.sec.gov/Archives/edgar/data/866291/000086629123000017/0000866291-23-000017-index.htm,https://www.sec.gov/Archives/edgar/data/866291/000086629123000017/algm-20230331.htm
,ALGM,USD,0000866291,2022-05-18,2022-05-18 17:26:52,2022,FY,768674000.0,361214000.0,407460000.0,0.5300816731,121873000.0,0.0,0.0,150937000.0,4714000.0,272810000.0,634024000.0,1442000.0,1057000.0,45095000.0,181745000.0,0.236439635,136650000.0,0.1777736726,4096000.0,140746000.0,0.1831023295,21191000.0,119407000.0,0.1553415362,0.63,0.62,189748427.0,191811205.0,https://www.sec.gov/Archives/edgar/data/866291/000086629122000011/0000866291-22-000011-index.htm,https://www.sec.gov/Archives/edgar/data/866291/000086629122000011/algm-20220325.htm
,ALGM,USD,0000866291,2021-05-19,2021-05-19 16:35:10,2021,FY,591207000.0,312305000.0,278902000.0,0.4717501653,108649000.0,0.0,0.0,153476000.0,-475000.0,262125000.0,574430000.0,1225000.0,2603000.0,48307000.0,66022000.0,0.111673238,17715000.0,0.0299641242,-19166000.0,-1451000.0,-0.0024543011,-19552000.0,17953000.0,0.0303666905,0.0947,0.0947,189588161.0,189588161.0,https://www.sec.gov/Archives/edgar/data/866291/000086629121000020/0000866291-21-000020-index.htm,https://www.sec.gov/Archives/edgar/data/866291/000086629121000020/algm-20210326.htm
,ALGM,USD,0000866291,2020-03-31,2020-03-31 00:00:00,2020,FY,650089000.0,388813000.0,261276000.0,0.4019080464,102052000.0,106123000.0,273000.0,106396000.0,-831000.0,208448000.0,597261000.0,110000.0,110000.0,63217000.0,116045000.0,0.1785063276,52828000.0,0.0812627194,450000.0,53278000.0,0.0819549323,16173000.0,36971000.0,0.0568706746,0.2,0.2,189431766.0,189431766.0,,
,ALGS,USD,0001799448,2024-03-12,2024-03-12 16:15:42,2023,FY,15529000.0,3069000.0,12460000.0,0.8023697598,73040000.0,30616000.0,-3769000.0,26847000.0,0.0,99887000.0,102956000.0,4297000.0,0.0,3069000.0,-84358000.0,-5.4322879773,-87427000.0,-5.6299182175,543000.0,-86884000.0,-5.5949513813,795000.0,-87679000.0,-5.6461459205,-1.36,-1.36,64260588.0,64260588.0,https://www.sec.gov/Archives/edgar/data/1799448/000095017024029953/0000950170-24-029953-index.htm,https://www.sec.gov/Archives/edgar/data/1799448/000095017024029953/algs-20231231.htm
,ALGS,USD,0001799448,2023-03-09,2023-03-09 16:14:40,2022,FY,13907000.0,3675000.0,10232000.0,0.7357445891,85077000.0,26410000.0,0.0,26410000.0,0.0,111487000.0,111487000.0,1640000.0,1640000.0,3675000.0,-97580000.0,-7.0166103401,-97580000.0,-7.0166103401,1640000.0,-95940000.0,-6.8986841159,106000.0,-96046000.0,-6.9063061767,-2.25,-2.25,42695227.0,42695227.0,https://www.sec.gov/Archives/edgar/data/1799448/000095017023007033/0000950170-23-007033-index.htm,https://www.sec.gov/Archives/edgar/data/1799448/000095017023007033/algs-20221231.htm
,ALGS,USD,0001799448,2022-03-10,2022-03-10 16:14:15,2021,FY,4359000.0,104153000.0,-99794000.0,-22.8937829777,104153000.0,28527000.0,0.0,28527000.0,0.0,132680000.0,132680000.0,132000.0,132000.0,3778000.0,-128321000.0,-29.4381738931,-128321000.0,-29.4381738931,132000.0,-128189000.0,-29.4078917183,143000.0,-128332000.0,-29.4406974077,-3.22,-3.22,39855403.0,39855403.0,https://www.sec.gov/Archives/edgar/data/1799448/000095017022003365/0000950170-22-003365-index.htm,https://www.sec.gov/Archives/edgar/data/1799448/000095017022003365/algs-20211231.htm
,ALGS,USD,0001799448,2021-03-23,2021-03-23 16:26:06,2020,FY,0.0,3325000.0,-3325000.0,0.0,79890000.0,17944000.0,0.0,17944000.0,-10548000.0,97834000.0,97834000.0,1256000.0,10548000.0,3325000.0,-97834000.0,0.0,-97834000.0,0.0,-10548000.0,-108382000.0,0.0,161000.0,-108543000.0,0.0,-3.18,-3.18,34177697.0,34177697.0,https://www.sec.gov/Archives/edgar/data/1799448/000156459021014872/0001564590-21-014872-index.htm,https://www.sec.gov/Archives/edgar/data/1799448/000156459021014872/algs-10k_20201231.htm
,ALGS,USD,0001799448,2019-12-31,2019-12-31 00:00:00,2019,FY,0.0,2299000.0,-2299000.0,0.0,44038000.0,10005000.0,0.0,10005000.0,302000.0,54043000.0,54043000.0,1562000.0,0.0,2299000.0,-51744000.0,0.0,-54043000.0,0.0,1864000.0,-52179000.0,0.0,85000.0,-52264000.0,0.0,-2.38,-2.38,21931256.0,21931256.0,,
,ALGT,USD,0001362468,2024-02-29,2024-02-29 17:19:52,2023,FY,2509857000.0,2145614999.0,364242001.0,0.1451246031,0.0,0.0,114616000.0,114616000.0,-491000.0,114616000.0,2260231000.0,46615000.0,153186000.0,223130000.0,472756000.0,0.1883597352,249626000.0,0.099458256,-90575000.0,159051000.0,0.0633705426,41455000.0,117596000.0,0.0468536654,6.32,6.29,17945000.0,18019000.0,https://www.sec.gov/Archives/edgar/data/1362468/000136246824000007/0001362468-24-000007-index.htm,https://www.sec.gov/Archives/edgar/data/1362468/000136246824000007/algt-20231231.htm
,ALGT,USD,0001362468,2023-02-27,2023-02-27 16:00:39,2022,FY,2301829000.0,1961361000.0,340468000.0,0.1479119431,0.0,0.0,100678000.0,100678000.0,113532000.0,214210000.0,2175571000.0,16469000.0,103071000.0,197542000.0,142636000.0,0.0619663754,-54906000.0,-0.0238532054,59859000.0,4953000.0,0.0021517671,2460000.0,2493000.0,0.0010830518,0.14,0.14,17959000.0,18034000.0,https://www.sec.gov/Archives/edgar/data/1362468/000136246823000014/0001362468-23-000014-index.htm,https://www.sec.gov/Archives/edgar/data/1362468/000136246823000014/algt-20221231.htm
,ALGT,USD,0001362468,2022-03-01,2022-03-01 13:30:18,2021,FY,1707910000.0,1476374000.0,231536000.0,0.1355668624,0.0,0.0,72742000.0,72742000.0,-118279000.0,-45537000.0,1430837000.0,1814000.0,68403000.0,181035000.0,279092000.0,0.163411421,98057000.0,0.0574134468,98563000.0,196620000.0,0.1151231622,44767000.0,151853000.0,0.0889115937,8.69,8.68,17212000.0,17231000.0,https://www.sec.gov/Archives/edgar/data/1362468/000136246822000018/0001362468-22-000018-index.htm,https://www.sec.gov/Archives/edgar/data/1362468/000136246822000018/algt-20211231.htm
,ALGT,USD,0001362468,2021-03-01,2021-03-01 13:49:18,2020,FY,990073000.0,994413000.0,-4340000.0,-0.0043835152,0.0,0.0,43517000.0,43517000.0,-73171000.0,-29654000.0,964759000.0,5509000.0,56426000.0,176267000.0,29512000.0,0.0298079031,-146755000.0,-0.1482264439,-214312000.0,-361067000.0,-0.3646872503,-176974000.0,-184093000.0,-0.1859388146,-11.52,-11.51,15986903.0,15992000.0,https://www.sec.gov/Archives/edgar/data/1362468/000136246821000012/0001362468-21-000012-index.htm,https://www.sec.gov/Archives/edgar/data/1362468/000136246821000012/algt-20201231.htm
,ALGT,USD,0001362468,2020-02-27,2020-02-27 16:39:03,2019,FY,1840965000.0,1297260000.0,543705000.0,0.2953369564,0.0,0.0,78910000.0,78910000.0,100845000.0,179755000.0,1477015000.0,12523000.0,72329000.0,155852000.0,377253000.0,0.204921332,221401000.0,0.1202635574,79846000.0,301247000.0,0.163635376,69130000.0,232117000.0,0.1260844177,14.48,14.47,16027000.0,16041000.0,https://www.sec.gov/Archives/edgar/data/1362468/000136246820000011/0001362468-20-000011-index.htm,https://www.sec.gov/Archives/edgar/data/1362468/000136246820000011/algt201910kdoc.htm
,ALIM,USD,0001267602,2024-03-08,2024-03-08 16:42:25,2023,FY,80754000.0,19584000.0,61170000.0,0.7574856973,16626000.0,18530000.0,27946000.0,46015000.0,0.0,62641000.0,82225000.0,0.0,10185000.0,8747000.0,7276000.0,0.0901008,-1471000.0,-0.0182158159,-18576000.0,-20047000.0,-0.2482477648,85000.0,-20132000.0,-0.2493003443,-0.79,-0.79,25561885.0,25561885.0,https://www.sec.gov/Archives/edgar/data/1267602/000126760224000019/0001267602-24-000019-index.htm,https://www.sec.gov/Archives/edgar/data/1267602/000126760224000019/alim-20231231x10k.htm
,ALIM,USD,0001267602,2023-03-31,2023-03-31 16:08:47,2022,FY,54129000.0,7977000.0,46152000.0,0.8526298287,16228000.0,12871000.0,25987000.0,38858000.0,2706000.0,57792000.0,65769000.0,5881000.0,5881000.0,2706000.0,-8934000.0,-0.165050158,-11640000.0,-0.2150418445,-6439000.0,-18079000.0,-0.3339984112,28000.0,-18107000.0,-0.334515694,-2.59,-2.59,6996850.0,6996850.0,https://www.sec.gov/Archives/edgar/data/1267602/000126760223000027/0001267602-23-000027-index.htm,https://www.sec.gov/Archives/edgar/data/1267602/000126760223000027/alim-20221231x10k.htm
,ALIM,USD,0001267602,2022-03-23,2022-03-23 13:30:54,2021,FY,59029000.0,7030000.0,51999000.0,0.8809059954,13778000.0,12774000.0,23069000.0,35843000.0,2579000.0,52200000.0,59230000.0,5413000.0,5413000.0,2579000.0,2378000.0,0.0402852835,-201000.0,-0.003405106,-3733000.0,-3934000.0,-0.0666452083,438000.0,-4372000.0,-0.0740652899,-0.66,-0.66,6595237.0,6595237.0,https://www.sec.gov/Archives/edgar/data/1267602/000126760222000013/0001267602-22-000013-index.htm,https://www.sec.gov/Archives/edgar/data/1267602/000126760222000013/alim-20211231x10k.htm
,ALIM,USD,0001267602,2021-03-05,2021-03-04 18:36:02,2020,FY,50820000.0,6941000.0,43879000.0,0.8634199134,9668000.0,11652000.0,20384000.0,32036000.0,2676000.0,44380000.0,51321000.0,5380000.0,5380000.0,2676000.0,2175000.0,0.042798111,-501000.0,-0.0098583235,-4906000.0,-5407000.0,-0.10639512,-68000.0,-5339000.0,-0.1050570641,-1.04,-1.04,5117656.0,5117656.0,https://www.sec.gov/Archives/edgar/data/1267602/000126760221000013/0001267602-21-000013-index.htm,https://www.sec.gov/Archives/edgar/data/1267602/000126760221000013/alim-20201231x10k.htm
,ALIM,USD,0001267602,2020-03-02,2020-03-02 16:07:24,2019,FY,53943000.0,6626000.0,47317000.0,0.8771666389,10992000.0,13954000.0,25004000.0,38958000.0,2641000.0,52591000.0,59217000.0,4869000.0,4869000.0,2641000.0,-2633000.0,-0.0488107818,-5274000.0,-0.0977698682,-4953000.0,-10227000.0,-0.1895890106,216000.0,-10443000.0,-0.1935932373,-2.19,-2.19,4770204.0,4770204.0,https://www.sec.gov/Archives/edgar/data/1267602/000126760220000029/0001267602-20-000029-index.htm,https://www.sec.gov/Archives/edgar/data/1267602/000126760220000029/a12-31x201910xk.htm
,ALJJ,USD,0001438731,2021-12-20,2021-12-20 16:06:24,2021,FY,440853000.0,355245000.0,85608000.0,0.194187178,0.0,0.0,0.0,76688000.0,0.0,76688000.0,431933000.0,0.0,10190000.0,21567000.0,8920000.0,0.0202335019,-12647000.0,-0.0286875671,9496000.0,-3151000.0,-0.0071475072,429000.0,-3580000.0,-0.0081206207,-0.0846,-0.0846,42329000.0,42329000.0,https://www.sec.gov/Archives/edgar/data/1438731/000156459021060735/0001564590-21-060735-index.htm,https://www.sec.gov/Archives/edgar/data/1438731/000156459021060735/aljj-10k_20210930.htm
,ALJJ,USD,0001438731,2020-12-18,2020-12-18 07:31:53,2020,FY,389149000.0,313997000.0,75152000.0,0.1931188311,0.0,0.0,0.0,75813000.0,58727000.0,75813000.0,389810000.0,200000.0,10528000.0,200000.0,-461000.0,-0.0011846362,-661000.0,-0.0016985782,-69055000.0,-69716000.0,-0.1791498886,-2042000.0,-67674000.0,-0.1739025412,-1.6,-1.6,42186000.0,42186000.0,https://www.sec.gov/Archives/edgar/data/1438731/000156459020057536/0001564590-20-057536-index.htm,https://www.sec.gov/Archives/edgar/data/1438731/000156459020057536/aljj-10k_20200930.htm
,ALJJ,USD,0001438731,2019-12-23,2019-12-23 16:07:32,2019,FY,354997000.0,277454000.0,77543000.0,0.2184328318,0.0,0.0,0.0,72375000.0,530000.0,72375000.0,349829000.0,0.0,10611000.0,20553000.0,5168000.0,0.0145578695,-15385000.0,-0.0433383944,9412000.0,-5973000.0,-0.0168254943,10006000.0,-15979000.0,-0.045011648,-0.41,-0.41,38710000.0,38710000.0,https://www.sec.gov/Archives/edgar/data/1438731/000156459019046710/0001564590-19-046710-index.htm,https://www.sec.gov/Archives/edgar/data/1438731/000156459019046710/aljj-10k_20190930.htm
,ALJJ,USD,0001438731,2018-12-17,2018-12-17 16:08:18,2018,FY,369776000.0,285872000.0,83904000.0,0.226904937,0.0,0.0,0.0,76656000.0,0.0,76656000.0,362528000.0,0.0,10558000.0,19048000.0,7248000.0,0.0196010558,-11800000.0,-0.0319112111,8767000.0,-3033000.0,-0.008202263,4299000.0,-7332000.0,-0.0198282203,-0.19,-0.19,37856000.0,37856000.0,https://www.sec.gov/Archives/edgar/data/1438731/000156459018030991/0001564590-18-030991-index.htm,https://www.sec.gov/Archives/edgar/data/1438731/000156459018030991/aljj-10k_20180930.htm
,ALJJ,USD,0001438731,2017-12-19,2017-12-19 16:36:55,2017,FY,326718000.0,250704000.0,76014000.0,0.2326593576,0.0,0.0,0.0,63311000.0,298000.0,63311000.0,314015000.0,0.0,9744000.0,16611000.0,13001000.0,0.0397927264,-3610000.0,-0.0110492841,6859000.0,3249000.0,0.0099443557,-12424000.0,15673000.0,0.0479710331,0.45,0.43,35208000.0,36186000.0,https://www.sec.gov/Archives/edgar/data/1438731/000156459017025100/0001564590-17-025100-index.htm,https://www.sec.gov/Archives/edgar/data/1438731/000156459017025100/aljj-10k_20170930.htm
,ALK,USD,0000766421,2024-02-14,2024-02-14 16:02:52,2023,FY,10426000000.0,8495000000.0,1931000000.0,0.1852100518,0.0,0.0,303000000.0,303000000.0,-729000000.0,1032000000.0,9527000000.0,80000000.0,121000000.0,451000000.0,1350000000.0,0.1294839824,899000000.0,0.0862267408,-576000000.0,323000000.0,0.0309802417,88000000.0,235000000.0,0.0225398043,1.84,1.83,127375000.0,128708000.0,https://www.sec.gov/Archives/edgar/data/766421/000076642124000012/0000766421-24-000012-index.htm,https://www.sec.gov/Archives/edgar/data/766421/000076642124000012/alk-20231231.htm
,ALK,USD,0000766421,2023-02-13,2023-02-13 17:15:47,2022,FY,9646000000.0,7984000000.0,1662000000.0,0.1722993987,0.0,0.0,295000000.0,295000000.0,717000000.0,1012000000.0,8996000000.0,53000000.0,94000000.0,415000000.0,753000000.0,0.078063446,338000000.0,0.0350404313,-259000000.0,79000000.0,0.0081899233,21000000.0,58000000.0,0.0060128551,0.46,0.45,126657000.0,127899000.0,https://www.sec.gov/Archives/edgar/data/766421/000076642123000009/0000766421-23-000009-index.htm,https://www.sec.gov/Archives/edgar/data/766421/000076642123000009/alk-20221231.htm
