date,symbol,reportedCurrency,cik,fillingDate,acceptedDate,calendarYear,period,cashAndCashEquivalents,shortTermInvestments,cashAndShortTermInvestments,netReceivables,inventory,otherCurrentAssets,totalCurrentAssets,propertyPlantEquipmentNet,goodwill,intangibleAssets,goodwillAndIntangibleAssets,longTermInvestments,taxAssets,otherNonCurrentAssets,totalNonCurrentAssets,otherAssets,totalAssets,accountPayables,shortTermDebt,taxPayables,deferredRevenue,otherCurrentLiabilities,totalCurrentLiabilities,longTermDebt,deferredRevenueNonCurrent,deferredTaxLiabilitiesNonCurrent,otherNonCurrentLiabilities,totalNonCurrentLiabilities,otherLiabilities,capitalLeaseObligations,totalLiabilities,preferredStock,commonStock,retainedEarnings,accumulatedOtherComprehensiveIncomeLoss,othertotalStockholdersEquity,totalStockholdersEquity,totalEquity,totalLiabilitiesAndStockholdersEquity,minorityInterest,totalLiabilitiesAndTotalEquity,totalInvestments,totalDebt,netDebt,link,finalLink
2021-09-30,AACIU,USD,0001844817,2021-12-29,2021-12-29 17:23:59,2021,FY,657590.0,0.0,657590.0,0.0,0.0,259580.0,917170.0,0.0,0.0,0.0,0.0,150001052.0,98469.0,102813.0,150202334.0,0.0,151119504.0,93467.0,0.0,25671.0,0.0,115560.0,209027.0,0.0,0.0,0.0,0.0,0.0,-0.027000000001862645,0.0,209027.0,0.0,150000683.0,-468899.0,5.551115123125783e-14,1378693.0,150910477.0,150910477.0,151119504.0,0.0,151119504.0,150001052.0,0.0,-657590.0,https://www.sec.gov/Archives/edgar/data/1844817/000095015921000378/0000950159-21-000378-index.htm,https://www.sec.gov/Archives/edgar/data/1844817/000095015921000378/aaciu_10k.htm
2023-12-31,AADI,USD,0001422142,2024-03-13,2024-03-13 16:19:48,2023,FY,62888000.0,45957000.0,108845000.0,5488000.0,6427000.0,3826000.0,124586000.0,5971000.0,0.0,0.0,0.0,64000.0,0.0,1802000.0,7837000.0,0.0,132423000.0,5898000.0,6191000.0,0.0,0.0,14306000.0,26395000.0,833000.0,0.0,0.0,0.0,833000.0,0.0,833000.0,27228000.0,0.0,2000.0,-268963000.0,27000.0,374129000.0,105195000.0,105195000.0,132423000.0,0.0,132423000.0,46021000.0,7024000.0,-55864000.0,https://www.sec.gov/Archives/edgar/data/1422142/000162828024010901/0001628280-24-010901-index.htm,https://www.sec.gov/Archives/edgar/data/1422142/000162828024010901/aadi-20231231.htm
2022-12-31,AADI,USD,0001422142,2023-03-29,2023-03-28 17:34:21,2022,FY,39019000.0,133541000.0,172560000.0,1862000.0,1861000.0,3746000.0,180029000.0,2030000.0,0.0,0.0,0.0,64000.0,0.0,2114000.0,4208000.0,0.0,184237000.0,3519000.0,394000.0,0.0,0.0,14922000.0,18835000.0,1267000.0,0.0,0.0,5757000.0,7024000.0,0.0,1661000.0,25859000.0,0.0,2000.0,-203198000.0,-115000.0,361689000.0,158378000.0,158378000.0,184237000.0,0.0,184237000.0,133541000.0,1661000.0,-37358000.0,https://www.sec.gov/Archives/edgar/data/1422142/000162828023009583/0001628280-23-009583-index.htm,https://www.sec.gov/Archives/edgar/data/1422142/000162828023009583/aadi-20221231.htm
2021-12-31,AADI,USD,0001422142,2022-03-17,2022-03-17 08:02:50,2021,FY,148989000.0,0.0,148989000.0,0.0,0.0,2283000.0,151272000.0,614000.0,0.0,3811000.0,3811000.0,0.0,0.0,2213000.0,6638000.0,0.0,157910000.0,6439000.0,131000.0,0.0,0.0,8703000.0,15273000.0,474000.0,0.0,0.0,5757000.0,6231000.0,0.0,605000.0,21504000.0,0.0,2000.0,-142685000.0,0.0,279089000.0,136406000.0,136406000.0,157910000.0,0.0,157910000.0,0.0,605000.0,-148384000.0,https://www.sec.gov/Archives/edgar/data/1422142/000156459022010721/0001564590-22-010721-index.htm,https://www.sec.gov/Archives/edgar/data/1422142/000156459022010721/aadi-10k_20211231.htm
2020-12-31,AADI,USD,0001422142,2021-03-11,2021-03-11 08:24:15,2020,FY,4455000.0,0.0,4455000.0,14149000.0,0.0,81000.0,18685000.0,140000.0,0.0,0.0,0.0,0.0,0.0,-140000.0,140000.0,0.0,18825000.0,2392000.0,9154000.0,0.0,18413000.0,99000.0,30058000.0,1102000.0,0.0,0.0,97000.0,1199000.0,0.0,125000.0,31257000.0,1000.0,1000.0,-32595000.0,0.0,20161000.0,-12432000.0,-12432000.0,18825000.0,0.0,18825000.0,0.0,10256000.0,5801000.0,https://www.sec.gov/Archives/edgar/data/1422142/000156459021012252/0001564590-21-012252-index.htm,https://www.sec.gov/Archives/edgar/data/1422142/000156459021012252/arpo-10k_20201231.htm
2019-12-31,AADI,USD,0001422142,2020-03-16,2020-03-16 16:31:43,2019,FY,38524536.0,0.0,38524536.0,284896.0,-284896.0,1045939.0,39570475.0,326311.0,0.0,0.0,0.0,0.0,0.0,39999.0,366310.0,1.0,39936786.0,439785.0,102555.0,0.0,0.0,2791665.0,3334005.0,133475.0,0.0,0.0,-66037.0,67438.0,0.0,67438.0,3401443.0,794.0,4059.0,-142235522.0,-328850.0,179094862.0,36535343.0,36535343.0,39936786.0,0.0,39936786.0,0.0,169993.0,-38354543.0,https://www.sec.gov/Archives/edgar/data/1422142/000156459020011174/0001564590-20-011174-index.htm,https://www.sec.gov/Archives/edgar/data/1422142/000156459020011174/arpo-10k_20191231.htm
2022-12-31,AAIC,USD,0001209028,2023-03-31,2023-03-31 12:27:37,2022,FY,29844000.0,133701000.0,161722000.0,180365000.0,-732356000.0,732356000.0,342087000.0,0.0,0.0,0.0,0.0,577241000.0,0.0,-577241000.0,577241000.0,82990000.0,1002318000.0,0.0,0.0,0.0,0.0,0.0,515510000.0,255750000.0,0.0,0.0,-169345000.0,86405000.0,-515510000.0,0.0,86405000.0,32821000.0,282000.0,-1840061000.0,0.0,2024298000.0,217340000.0,217340000.0,1002318000.0,0.0,1002318000.0,710942000.0,255750000.0,225906000.0,https://www.sec.gov/Archives/edgar/data/1209028/000095017023011256/0000950170-23-011256-index.htm,https://www.sec.gov/Archives/edgar/data/1209028/000095017023011256/aaic-20221231.htm
2021-12-31,AAIC,USD,0001209028,2022-03-10,2022-03-10 16:18:50,2021,FY,25092000.0,510149000.0,25092000.0,153237000.0,-669178000.0,669178000.0,178329000.0,0.0,0.0,0.0,0.0,539846000.0,0.0,-539846000.0,539846000.0,84861000.0,803036000.0,0.0,0.0,0.0,0.0,0.0,446624000.0,125680000.0,0.0,0.0,-125680000.0,125680000.0,-446624000.0,0.0,125680000.0,36208000.0,307000.0,-1842703000.0,0.0,2030315000.0,224127000.0,224127000.0,803036000.0,0.0,803036000.0,539846000.0,125680000.0,100588000.0,https://www.sec.gov/Archives/edgar/data/1209028/000156459022009654/0001564590-22-009654-index.htm,https://www.sec.gov/Archives/edgar/data/1209028/000156459022009654/ai-10k_20211231.htm
2020-12-31,AAIC,USD,0001209028,2021-02-26,2021-02-26 17:07:33,2020,FY,35102000.0,997798000.0,35102000.0,11559000.0,-1024618999.0,1024618999.0,46661000.0,0.0,0.0,0.0,0.0,1042540000.0,0.0,-1042540000.0,1042540000.0,123188000.0,1212389000.0,907000.0,0.0,0.0,0.0,-907000.0,907000.0,166654000.0,0.0,0.0,-166654000.0,166654000.0,798558000.0,0.0,966119000.0,35289000.0,335000.0,-1830272000.0,0.0,2040918000.0,246270000.0,246270000.0,1212389000.0,0.0,1212389000.0,1042540000.0,166654000.0,131552000.0,https://www.sec.gov/Archives/edgar/data/1209028/000156459021009492/0001564590-21-009492-index.htm,https://www.sec.gov/Archives/edgar/data/1209028/000156459021009492/ai-10k_20201231.htm
2019-12-31,AAIC,USD,0001209028,2020-02-24,2020-02-24 16:20:14,2019,FY,56759000.0,3803414000.0,56759000.0,81862000.0,-3926965000.0,3926965000.0,138621000.0,0.0,0.0,0.0,0.0,33501000.0,0.0,-33501000.0,33501000.0,3827992000.0,4000114000.0,4666000.0,0.0,0.0,0.0,-4666000.0,4666000.0,74328000.0,0.0,0.0,-74328000.0,74328000.0,3593872000.0,0.0,3672866000.0,37214000.0,368000.0,-1759626000.0,0.0,2049292000.0,327248000.0,327248000.0,4000114000.0,0.0,4000114000.0,33501000.0,74328000.0,17569000.0,https://www.sec.gov/Archives/edgar/data/1209028/000156459020006040/0001564590-20-006040-index.htm,https://www.sec.gov/Archives/edgar/data/1209028/000156459020006040/ai-10k_20191231.htm
2018-12-31,AAIC,USD,0001209028,2019-02-19,2019-02-19 16:05:56,2018,FY,87765000.0,3982568000.0,87765000.0,13349000.0,-4066100999.0,4066100999.0,101114000.0,0.0,0.0,0.0,0.0,6115000.0,0.0,-6115000.0,6115000.0,3992221000.0,4099450000.0,4646000.0,0.0,0.0,0.0,-4646000.0,4646000.0,74104000.0,0.0,0.0,-74104000.0,74104000.0,3746256000.0,0.0,3825006000.0,8245000.0,305000.0,-1731982000.0,0.0,1997876000.0,274444000.0,274444000.0,4099450000.0,0.0,4099450000.0,3988683000.0,74104000.0,-13661000.0,https://www.sec.gov/Archives/edgar/data/1209028/000156459019003268/0001564590-19-003268-index.htm,https://www.sec.gov/Archives/edgar/data/1209028/000156459019003268/ai-10k_20181231.htm
2023-12-31,AAME,USD,0000008177,2024-04-01,2024-04-01 17:09:31,2023,FY,28301000.0,1715000.0,28301000.0,0.0,0.0,53706000.0,53706000.0,2614000.0,0.0,46394000.0,46394000.0,7619000.0,16735000.0,234146999.0,307508999.0,1.0,361215000.0,24811000.0,1065000.0,0.0,0.0,41564000.0,67440000.0,36757000.0,126676000.0,1053000.0,22014000.0,186500000.0,0.0,1732000.0,253940000.0,55000.0,22401000.0,50929000.0,-16134000.0,50024000.0,107275000.0,107275000.0,361215000.0,0.0,361215000.0,9334000.0,39554000.0,11253000.0,https://www.sec.gov/Archives/edgar/data/8177/000114036124016971/0001140361-24-016971-index.htm,https://www.sec.gov/Archives/edgar/data/8177/000114036124016971/ef20015279_10k.htm
2022-12-31,AAME,USD,0000008177,2023-06-30,2023-06-30 14:33:09,2022,FY,28863000.0,208729000.0,237592000.0,41299000.0,-298053000.0,48025000.0,28863000.0,3405000.0,0.0,2544000.0,2544000.0,221529000.0,14163000.0,-224934000.0,16707000.0,321494000.0,367064000.0,26473000.0,2009000.0,0.0,-24464000.0,-2009000.0,2009000.0,33738000.0,32819000.0,919000.0,-33738000.0,33738000.0,229124000.0,2575000.0,264871000.0,55000.0,22401000.0,51982000.0,-22149000.0,49904000.0,102193000.0,102193000.0,367064000.0,0.0,367064000.0,228712000.0,35747000.0,6884000.0,https://www.sec.gov/Archives/edgar/data/8177/000114036123032391/0001140361-23-032391-index.htm,https://www.sec.gov/Archives/edgar/data/8177/000114036123032391/brhc20054803_10k.htm
2021-12-31,AAME,USD,0000008177,2022-03-25,2022-03-25 14:21:29,2021,FY,24753000.0,260986000.0,285739000.0,42375000.0,-41446000.0,41446000.0,328114000.0,282137000.0,0.0,2544000.0,2544000.0,281348000.0,1755000.0,-283892000.0,283892000.0,-209720000.0,402286000.0,25465000.0,1030999.0,0.0,2.0,32738999.0,59235000.0,33738000.0,25379000.0,8359000.0,-33738000.0,33738000.0,-59235000.0,3347000.0,33738000.0,55000.0,22401000.0,51264000.0,17688000.0,49878000.0,141286000.0,141286000.0,402286000.0,0.0,402286000.0,283442000.0,33738000.0,8985000.0,https://www.sec.gov/Archives/edgar/data/8177/000114036122011156/0001140361-22-011156-index.htm,https://www.sec.gov/Archives/edgar/data/8177/000114036122011156/brhc10035153_10k.htm
2020-12-31,AAME,USD,0000008177,2021-03-23,2021-03-23 15:27:42,2020,FY,19319000.0,254106000.0,273425000.0,56598000.0,-48872000.0,48872000.0,330023000.0,275303000.0,0.0,2544000.0,2544000.0,274060000.0,1301000.0,-276604000.0,276604000.0,-201440000.0,405187000.0,26412000.0,1014999.0,0.0,1.0,23649000.0,51076000.0,33738000.0,0.0,1301000.0,-35039000.0,35039000.0,-51076000.0,4053000.0,35039000.0,55000.0,22401000.0,47790000.0,25000000.0,49814000.0,145060000.0,145060000.0,405187000.0,0.0,405187000.0,279311000.0,33738000.0,14419000.0,https://www.sec.gov/Archives/edgar/data/8177/000114036121009603/0001140361-21-009603-index.htm,https://www.sec.gov/Archives/edgar/data/8177/000114036121009603/brhc10021753_10k.htm
2019-12-31,AAME,USD,0000008177,2020-03-24,2020-03-24 16:48:05,2019,FY,12893000.0,232472000.0,245365000.0,45269000.0,-26027000.0,26027000.0,290634000.0,258862000.0,0.0,2544000.0,2544000.0,256632000.0,314000.0,-259176000.0,259176000.0,-172184000.0,377626000.0,23588000.0,0.0,0.0,0.0,25725000.0,49313000.0,33738000.0,27048000.0,6690000.0,-33738000.0,33738000.0,-49313000.0,6088000.0,33738000.0,55000.0,22401000.0,36020000.0,10459000.0,49459000.0,118394000.0,118394000.0,377626000.0,0.0,377626000.0,268637000.0,33738000.0,20845000.0,https://www.sec.gov/Archives/edgar/data/8177/000114036120006734/0001140361-20-006734-index.htm,https://www.sec.gov/Archives/edgar/data/8177/000114036120006734/hc10009874x1_10k.htm
2023-12-31,AAOI,USD,0001158114,2024-02-23,2024-02-23 16:00:57,2023,FY,45366000.0,0.0,45366000.0,48290000.0,63866000.0,5349000.0,172605000.0,205343000.0,0.0,8658000.0,8658000.0,0.0,0.0,2580000.0,216581000.0,0.0,389186000.0,32892000.0,40114000.0,745000.0,1803000.0,18549000.0,93358000.0,80959000.0,0.0,0.0,0.0,80959000.0,0.0,5875000.0,174317000.0,0.0,38000.0,-265116000.0,975000.0,478972000.0,214869000.0,214869000.0,389186000.0,0.0,389186000.0,0.0,121073000.0,75707000.0,https://www.sec.gov/Archives/edgar/data/1158114/000143774924005367/0001437749-24-005367-index.htm,https://www.sec.gov/Archives/edgar/data/1158114/000143774924005367/aaoi20231231_10k.htm
2022-12-31,AAOI,USD,0001158114,2023-02-27,2023-02-27 09:13:59,2022,FY,35587000.0,0.0,35587000.0,61514000.0,79679000.0,6384000.0,183164000.0,215776000.0,0.0,8937000.0,8937000.0,0.0,0.0,386000.0,225099000.0,0.0,408263000.0,47845000.0,70515000.0,588000.0,3000000.0,17222000.0,138582000.0,79506000.0,0.0,0.0,5505000.0,85011000.0,0.0,1104000.0,223593000.0,0.0,29000.0,-209068000.0,2183000.0,391526000.0,184670000.0,184670000.0,408263000.0,0.0,408263000.0,0.0,150021000.0,114434000.0,https://www.sec.gov/Archives/edgar/data/1158114/000143774923004648/0001437749-23-004648-index.htm,https://www.sec.gov/Archives/edgar/data/1158114/000143774923004648/aaoi20221231_10k.htm
2021-12-31,AAOI,USD,0001158114,2022-02-24,2022-02-24 16:38:35,2021,FY,41136000.0,0.0,41136000.0,56092000.0,92516000.0,4334000.0,194079000.0,250170000.0,0.0,9692000.0,9692000.0,0.0,0.0,518000.0,260380000.0,0.0,454459000.0,34402000.0,58968000.0,1897000.0,195000.0,15392000.0,108957000.0,83680000.0,0.0,0.0,7252000.0,90932000.0,0.0,1081000.0,199889000.0,0.0,27000.0,-142671000.0,16071000.0,381143000.0,254570000.0,254570000.0,454459000.0,0.0,454459000.0,0.0,142648000.0,101512000.0,https://www.sec.gov/Archives/edgar/data/1158114/000143774922004349/0001437749-22-004349-index.htm,https://www.sec.gov/Archives/edgar/data/1158114/000143774922004349/aaoi20211231_10k.htm
2020-12-31,AAOI,USD,0001158114,2021-02-25,2021-02-25 16:09:22,2020,FY,43425000.0,0.0,43425000.0,43443000.0,110397000.0,5213000.0,209169000.0,260801000.0,0.0,9853000.0,9853000.0,0.0,0.0,982000.0,271636000.0,0.0,480805000.0,29482000.0,55155000.0,251000.0,303000.0,18208000.0,103148000.0,99766000.0,0.0,0.0,0.0,99766000.0,0.0,9038000.0,202914000.0,0.0,25000.0,-88509000.0,11690000.0,354685000.0,277891000.0,277891000.0,480805000.0,0.0,480805000.0,0.0,154921000.0,111496000.0,https://www.sec.gov/Archives/edgar/data/1158114/000143774921004108/0001437749-21-004108-index.htm,https://www.sec.gov/Archives/edgar/data/1158114/000143774921004108/aaoi20201231_10k.htm
2019-12-31,AAOI,USD,0001158114,2020-02-28,2020-02-28 16:06:52,2019,FY,67028000.0,0.0,67028000.0,34655000.0,85028000.0,5869000.0,192804000.0,256331000.0,0.0,9679000.0,9679000.0,0.0,7287000.0,724000.0,274021000.0,0.0,466825000.0,32828000.0,40663000.0,1215000.0,312000.0,17552000.0,91355000.0,93593000.0,0.0,0.0,8083000.0,101676000.0,0.0,982000.0,193031000.0,0.0,20000.0,-30057000.0,430000.0,303401000.0,273794000.0,273794000.0,466825000.0,0.0,466825000.0,0.0,134256000.0,67228000.0,https://www.sec.gov/Archives/edgar/data/1158114/000143774920003909/0001437749-20-003909-index.htm,https://www.sec.gov/Archives/edgar/data/1158114/000143774920003909/aaoi20191231_10k.htm
2023-12-31,AATC,USD,0000943034,2023-12-31,2023-12-30 19:00:00,2023,FY,6506000.0,6123000.0,12629000.0,3080000.0,2891000.0,489000.0,19089000.0,1991000.0,0.0,995000.0,995000.0,101000.0,3471000.0,0.0,6558000.0,0.0,25647000.0,1101000.0,79000.0,0.0,164000.0,201000.0,1545000.0,1556000.0,0.0,0.0,0.0,1556000.0,0.0,19000.0,3101000.0,0.0,55000.0,-2722000.0,-552000.0,25765000.0,22546000.0,22546000.0,25647000.0,0.0,25647000.0,6224000.0,1635000.0,-4871000.0,,
2022-12-31,AATC,USD,0000943034,2022-12-31,2022-12-31 00:00:00,2022,FY,1177000.0,3138000.0,4315000.0,3688000.0,2287000.0,545000.0,10835000.0,2135000.0,0.0,2601000.0,2601000.0,1054000.0,4475000.0,0.0,10265000.0,0.0,21100000.0,423000.0,61000.0,0.0,99000.0,284000.0,867000.0,1616000.0,0.0,0.0,0.0,1616000.0,0.0,3000.0,2483000.0,0.0,54000.0,-6525000.0,-478000.0,25566000.0,18617000.0,18617000.0,21100000.0,0.0,21100000.0,4192000.0,1677000.0,500000.0,,
2021-12-31,AATC,USD,0000943034,2022-03-22,2022-03-22 16:13:56,2021,FY,8229000.0,0.0,8229000.0,2369000.0,1429000.0,355000.0,12382000.0,2295000.0,0.0,2866000.0,2866000.0,-2237000.0,4824000.0,2237000.0,9985000.0,0.0,22367000.0,236000.0,56000.0,0.0,107000.0,500000.0,899000.0,1674000.0,0.0,0.0,0.0,1674000.0,0.0,59000.0,2573000.0,0.0,54000.0,-5139000.0,-288000.0,25167000.0,19794000.0,19794000.0,22367000.0,0.0,22367000.0,-2237000.0,1730000.0,-6499000.0,https://www.sec.gov/Archives/edgar/data/943034/000089710122000298/0000897101-22-000298-index.htm,https://www.sec.gov/Archives/edgar/data/943034/000089710122000298/aatc-20211231.htm
2020-12-31,AATC,USD,0000943034,2021-03-11,2021-03-11 16:21:20,2020,FY,8605000.0,0.0,8605000.0,2261000.0,770000.0,480000.0,12116000.0,439000.0,0.0,3161000.0,3161000.0,-303000.0,5708000.0,303000.0,9308000.0,0.0,21424000.0,547000.0,349000.0,0.0,37000.0,539000.0,1472000.0,582000.0,0.0,0.0,0.0,582000.0,0.0,8000.0,2054000.0,0.0,54000.0,-5502000.0,-150000.0,24968000.0,19370000.0,19370000.0,21424000.0,0.0,21424000.0,-303000.0,931000.0,-7674000.0,https://www.sec.gov/Archives/edgar/data/943034/000089710121000169/0000897101-21-000169-index.htm,https://www.sec.gov/Archives/edgar/data/943034/000089710121000169/isns-20201231.htm
